구분,과목코드,분반,교과목명,담당교수,강의시간,학점,수강인원,제한인원
전공(공과대학/건축공학과),542090,01,건축구조역학I,정주홍,"월10:00-11:30,수10:00-11:30",3,,
전공(공과대학/건축공학과),542091,01,서양건축사I,곽동엽,월15:30-18:25,3,,
전공(공과대학/건축공학과),542602,01,건축설계기초Ⅱ,이민협,화09:30-13:30,3,,
전공(공과대학/건축공학과),544005,01,건축계획,나인혜,목10:30-13:30,3,,
전공(공과대학/건축공학과),545007,01,기초건축공학설계Ⅰ,심상락,화13:30-17:30,3,,
전공(공과대학/건축공학과),545007,02,기초건축공학설계Ⅰ,건축강사1,목13:30-17:30,3,,
전공(공과대학/건축공학과),545008,01,건축환경공학Ⅰ,강경모,"월11:30-13:00,수11:30-13:00",3,,
전공(공과대학/건축공학과),542095,01,건축시공,심상락,"월10:00-11:30,수10:00-11:30",3,,
전공(공과대학/건축공학과),542606,01,생성형AI건축정보모델링,김민석,화09:30-13:30,3,,
전공(공과대학/건축공학과),545016,01,철근콘크리트구조Ⅰ,정주홍,"월11:30-13:00,수11:30-13:00",3,,
전공(공과대학/건축공학과),545017,01,건축설비Ⅰ,강경모,"월13:30-15:00,목11:30-13:00",3,,
전공(공과대학/건축공학과),545028,01,캡스톤디자인(건축공학설계Ⅰ),유무영,수13:30-17:30,3,,
전공(공과대학/건축공학과),545028,02,캡스톤디자인(건축공학설계Ⅰ),강경모,수13:30-17:30,3,,
전공(공과대학/건축공학과),542071,01,철골구조,정주홍,월13:30-16:30,3,,
전공(공과대학/건축공학과),542507,01,생태건축,건축강사2,화13:30-17:30,3,,
전공(공과대학/건축공학과),542509,01,건설사업관리Ⅱ,유무영,"월10:00-11:30,수10:00-11:30",3,,
전공(공과대학/건축공학과),542510,01,취창업세미나(건축공학),건축강사1,목10:00-13:00,3,,
전공(공과대학/건축공학과),545030,01,캡스톤디자인(건축공학종합설계Ⅰ),류동우,수13:30-17:30,3,,
전공(공과대학/건축공학과),545030,02,캡스톤디자인(건축공학종합설계Ⅰ),정주홍,수13:30-17:30,3,,
전공(공과대학/스마트건설환경공학과),672500,01,스마트건설환경공학의이해,유상균,"수10:00-11:30,목10:00-11:30",3,,
전공(공과대학/스마트건설환경공학과),672501,01,스마트건설환경공학개론,신동철,"수11:30-13:00,목11:30-13:00",3,,
전공(공과대학/스마트건설환경공학과),672502,01,스마트기초응용설계Ⅰ,양동우,화09:30-13:30,3,,
전공(공과대학/스마트건설환경공학과),672502,02,스마트기초응용설계Ⅰ,양동우,화13:30-17:30,3,,
전공(공과대학/스마트건설환경공학과),672505,01,도시계획개론,유상균,금10:00-13:00,3,,
전공(공과대학/스마트건설환경공학과),672506,01,단지계획및설계,백인길,월09:30-13:30,3,,
전공(공과대학/스마트건설환경공학과),672507,01,교통인프라계획,배기목,"화10:00-11:30,목10:00-11:30",3,,
전공(공과대학/스마트건설환경공학과),672508,01,스마트콘크리트공학및실험,박승호,목13:30-17:30,3,,
전공(공과대학/스마트건설환경공학과),672509,01,수리학기초및실험Ⅰ,장창환,"화15:30-17:30,수15:30-17:30",3,,
전공(공과대학/스마트건설환경공학과),672510,01,재료역학,김홍기,월14:00-17:00,3,,
전공(공과대학/스마트건설환경공학과),672511,01,물순환과수질오염,신동철,"화13:30-15:00,수13:30-15:00",3,,
전공(공과대학/스마트건설환경공학과),672512,01,대기오염과기후변화,박원석,수10:00-13:00,3,,
전공(공과대학/데이터경영산업공학과),612500,01,데이터경영산업공학개론,김훈태,"월14:00-15:30,화11:30-13:00",3,,
전공(공과대학/데이터경영산업공학과),612601,01,AI활용창의실습,최재호,"화13:30-15:30,목13:30-15:30",3,,
전공(공과대학/데이터경영산업공학과),612056,01,공학회계,최재호,"월14:00-15:30,금14:00-15:30",3,,
전공(공과대학/데이터경영산업공학과),612092,01,컴퓨터프로그래밍실습,신기태,"화11:30-13:30,수09:30-11:30",3,,
전공(공과대학/데이터경영산업공학과),615028,01,생산프로세스이해,김훈태,"수11:30-13:30,금11:30-13:30",3,,
전공(공과대학/데이터경영산업공학과),615029,01,인공지능개론및실습,오용희,"화13:30-15:30,금09:30-11:30",3,,
전공(공과대학/데이터경영산업공학과),611045,01,인간공학,최재호,"화11:30-13:00,목11:30-13:00",3,,
전공(공과대학/데이터경영산업공학과),612037,01,생산계획및통제,김훈태,"월11:30-13:00,화14:00-15:30",3,,
전공(공과대학/데이터경영산업공학과),612076,01,작업분석및설계,오용희,"수10:00-11:30,목10:00-11:30",3,,
전공(공과대학/데이터경영산업공학과),612102,01,정보컴퓨터교과교육론,신기태,월16:30-19:15,3,,
전공(공과대학/데이터경영산업공학과),612603,01,기업데이터베이스,신기태,"월10:00-11:30,화10:00-11:30",3,,
전공(공과대학/데이터경영산업공학과),615019,01,정보컴퓨터교과교재연구및지도법,백창화,수09:30-12:30,3,,
전공(공과대학/데이터경영산업공학과),612064,01,기업정보시스템,신기태,"월11:30-13:00,목10:00-11:30",3,,
전공(공과대학/데이터경영산업공학과),615020,01,캡스톤디자인(생산시스템),오용희,목13:30-17:30,3,,
전공(공과대학/IT기계공학과),571010,01,기계제도및CAD,권혁홍,화13:30-17:30,3,,
전공(공과대학/IT기계공학과),571010,02,기계제도및CAD,권혁홍,목13:30-17:30,3,,
전공(공과대학/IT기계공학과),572500,01,IT기계공학입문,원현우,"화10:00-11:30,목10:00-11:30",3,,
전공(공과대학/IT기계공학과),574019,01,기계창의공학설계입문,김정수,월09:30-12:30,3,,
전공(공과대학/IT기계공학과),571001,01,고체역학I,원현우,"월10:00-11:30,목11:30-13:00",3,,
전공(공과대학/IT기계공학과),572027,01,기계공작법,권혁홍,"목10:00-11:30,금13:30-15:00",3,,
전공(공과대학/IT기계공학과),572029,01,열역학,구본승,"수11:30-13:00,금11:30-13:00",3,,
전공(공과대학/IT기계공학과),572065,01,공학수학I,김봉진,"수10:00-11:30,금10:00-11:30",3,,
전공(공과대학/IT기계공학과),574010,01,3DCAD실습II,구본승,화09:30-13:30,3,,
전공(공과대학/IT기계공학과),574010,02,3DCAD실습II,구본승,수13:30-17:30,3,,
전공(공과대학/IT기계공학과),575008,01,창의기계와지식재산,김정수,월13:30-16:30,2,,
전공(공과대학/IT기계공학과),575011,01,파이썬프로그램실습,김봉진,화13:30-17:30,3,,
전공(공과대학/IT기계공학과),575014,01,자동차학개론,원현우,목13:30-16:30,3,,
전공(공과대학/IT기계공학과),571041,01,기계진동학,정규홍,"월10:00-11:30,금10:00-11:30",3,,
전공(공과대학/IT기계공학과),572081,01,메카트로닉스및실습,정규홍,수09:30-13:30,3,,
전공(공과대학/IT기계공학과),574012,01,CAE및실습,구본승,월13:30-17:30,3,,
전공(공과대학/IT기계공학과),575012,01,임베디드프로그램실습,정규홍,목09:30-13:30,3,,
전공(공과대학/IT기계공학과),575012,02,임베디드프로그램실습,정규홍,목13:30-17:30,3,,
전공(공과대학/IT기계공학과),572090,01,유압공학,정규홍,"월13:30-15:00,금11:30-13:00",3,,
전공(공과대학/IT기계공학과),575010,01,캡스톤디자인(기계공학),원현우,수09:30-13:30,3,,
전공(공과대학/IT기계공학과),575010,02,캡스톤디자인(기계공학),원현우,수13:30-17:30,3,,
전공(공과대학/전자공학과),525076,01,기초창의공학설계,백경갑,화09:30-13:30,3,,
전공(공과대학/전자공학과),525071,01,컴퓨터시뮬레이션,김남선,"월15:30-17:00,수15:30-17:00",3,,
전공(공과대학/전자공학과),525078,01,회로이론1,김남선,"월11:30-13:00,화11:30-13:00",3,,
전공(공과대학/전자공학과),525082,01,기초전자공학실험I,백경갑,금13:30-17:30,3,,
전공(공과대학/전자공학과),525095,01,IT고급프로그래밍,김영헌,"수11:30-13:00,목11:30-13:00",3,,
전공(공과대학/전자공학과),525048,01,전자회로I,백경갑,금10:00-13:00,3,,
전공(공과대학/전자공학과),525050,01,통신공학,김남선,"화15:30-17:00,목15:30-17:00",3,,
전공(공과대학/전자공학과),525051,01,제어공학,여희주,"화13:30-15:00,목13:30-15:00",3,,
전공(공과대학/전자공학과),525052,01,컴퓨터구조,정목근,"수11:30-13:00,목11:30-13:00",3,,
전공(공과대학/전자공학과),525053,01,디지털회로실험및설계,여희주,수13:30-17:30,3,,
전공(공과대학/전자공학과),525054,01,공업교과교육론,한지영,화17:30-20:05,3,,
전공(공과대학/전자공학과),525065,01,임베디드시스템설계,정목근,화13:30-17:30,3,,
전공(공과대학/전자공학과),525066,01,응용전자공학실험및설계,정목근,화09:30-13:30,3,,
전공(공과대학/전자공학과),525091,01,캡스톤디자인(전자공학Ⅰ),정목근,금09:30-13:30,3,,
전공(공과대학/신소재공학과),581042,01,전자재료공학,주성후,목15:30-18:25,3,,
전공(공과대학/신소재공학과),584024,01,표면화학,안재우,"월13:30-15:00,화15:30-17:00",3,,
전공(공과대학/신소재공학과),584025,01,물리금속,황승준,"수13:30-15:00,금13:30-15:00",3,,
전공(공과대학/신소재공학과),584030,01,결정구조분석,나현석,금09:30-13:30,3,,
전공(공과대학/신소재공학과),584031,01,기초물리화학,이명복,"수10:00-11:30,목10:00-11:30",3,,
전공(공과대학/신소재공학과),581004,01,재료강도학,황승준,금10:00-13:00,3,,
전공(공과대학/신소재공학과),582010,01,세라믹공학실험,나현석,목13:30-17:30,3,,
전공(공과대학/신소재공학과),582091,01,재료특성분석,주성후,수15:30-18:25,3,,
전공(공과대학/신소재공학과),582005,01,금속재료,황승준,수10:00-13:00,3,,
전공(공과대학/신소재공학과),582019,01,전자재료공학실험,주성후,화13:30-17:30,3,,
전공(공과대학/신소재공학과),585012,01,캡스톤디자인(신소재Ⅱ),주성후,화09:30-13:30,3,,
전공(공과대학/건축학전공),542081,01,한국건축사,나인혜,목13:30-16:30,3,,
전공(공과대학/건축학전공),544022,01,현대건축론,윤희철,"화13:30-15:00,수11:30-13:00",3,,
전공(공과대학/건축학전공),544030,01,캡스톤디자인(건축설계Ⅲ-1),전병권,"화11:30-13:30,금09:30-11:30",3,,
전공(공과대학/건축학전공),544030,02,캡스톤디자인(건축설계Ⅲ-1),고영빈,월13:30-17:30,3,,
전공(공과대학/건축학전공),544031,01,캡스톤디자인(건축설계Ⅲ-2),전병권,목09:30-13:30,3,,
전공(공과대학/건축학전공),544031,02,캡스톤디자인(건축설계Ⅲ-2),문지선,수13:30-17:30,3,,
전공(공과대학/건축학전공),544024,01,설계실무,전병권,수17:30-19:15,2,,
전공(공과대학/건축학전공),544034,01,캡스톤디자인(종합건축설계Ⅰ-1),곽동엽,"화11:30-13:30,수11:30-13:30",3,,
전공(공과대학/건축학전공),544034,02,캡스톤디자인(종합건축설계Ⅰ-1),윤희철,월09:30-13:30,3,,
전공(공과대학/건축학전공),544035,01,캡스톤디자인(종합건축설계Ⅰ-2),곽동엽,목09:30-13:30,3,,
전공(공과대학/건축학전공),544035,02,캡스톤디자인(종합건축설계Ⅰ-2),윤희철,금09:30-13:30,3,,
전공(공과대학/스마트시티융합전공),547008,01,스마트시공,김민석,화13:30-16:30,3,,
전공(공과대학/스마트시티융합전공),547018,01,캡스톤디자인(GIS프로그래밍응용),이혜진,수13:30-17:30,3,,
전공(공과대학/스마트시티융합전공),547013,01,스마트건설안전,이혜진,수09:30-12:30,3,,
전공(공과대학/스마트시티융합전공),547015,01,스마트구조설계,정주홍,화09:30-13:30,3,,
전공(공과대학/스마트시티융합전공),547021,01,스마트교통공학개론,김동선,금10:00-13:00,3,,
전공(공과대학/스마트시티융합전공),547022,01,스마트도로공학,이강일,"월16:00-17:30,금13:30-15:00",3,,
전공(공과대학/스마트시티융합전공),547023,01,스마트대중교통,배기목,"화14:00-15:30,목11:30-13:00",3,,
전공(공과대학/스마트시티전공),660013,01,도로용량및서비스수준분석,김동선,"월10:00-11:30,화10:00-11:30",3,,
전공(공과대학/스마트시티전공),660014,01,교통체계분석,배기목,"화11:30-13:00,수10:00-11:30",3,,
전공(공과대학/스마트시티전공),660015,01,스마트시티관계법규,이지은,월11:30-14:30,3,,
전공(공과대학/스마트시티전공),660016,01,공공데이터기반공간분석실습,유상균,목13:30-17:30,3,,
전공(공과대학/스마트시티전공),660017,01,스마트도시설계실습,백인길,목09:30-13:30,3,,
전공(공과대학/스마트시티전공),660020,01,스마트시티와도시개발,이지은,화13:30-16:30,3,,
전공(공과대학/스마트시티전공),660023,01,자율적지능형교통체계,김동선,"화11:30-13:00,수09:30-11:00",3,,
전공(공과대학/스마트시티전공),660024,01,공공교통시스템,배기목,월10:00-13:00,3,,
전공(공과대학/스마트시티전공),660034,01,캡스톤디자인(스마트도시계획실습Ⅱ),유상균,수13:30-17:30,3,,
전공(공과대학/토목공학전공),631058,01,수문학,신재환,"화13:30-15:00,목13:30-15:00",3,,
전공(공과대학/토목공학전공),632051,01,구조역학I,김용직,화09:30-12:30,3,,
전공(공과대학/토목공학전공),632064,01,암반역학,이강일,수09:30-12:30,3,,
전공(공과대학/토목공학전공),632066,01,토질역학원론및연습,김윤희,월11:30-15:30,3,,
전공(공과대학/토목공학전공),635013,01,철근콘크리트공학,이정배,목09:30-12:30,3,,
전공(공과대학/토목공학전공),631057,01,도로공학,이강일,,3,,
전공(공과대학/토목공학전공),632085,01,기초공학,김동주,금11:30-14:30,3,,
전공(공과대학/토목공학전공),635015,01,건설안전공학,김홍기,월10:00-13:00,3,,
전공(공과대학/토목공학전공),635016,01,강구조공학설계,문일환,수13:30-16:30,3,,
전공(공과대학/토목공학전공),635018,01,수자원공학설계,신재환,"화15:30-17:30,목15:30-17:30",3,,
전공(공과대학/환경에너지공학전공),551031,01,환경미생물학,김명운,"화10:00-11:30,수10:00-11:30",3,,
전공(공과대학/환경에너지공학전공),552059,01,환경화학,김명운,"목10:00-11:30,금10:00-11:30",3,,
전공(공과대학/환경에너지공학전공),552019,01,수질오염공학,신동철,"월10:00-11:30,화11:30-13:00",3,,
전공(공과대학/환경에너지공학전공),552036,01,환경미생물학실험,김명운,화13:30-17:30,3,,
전공(공과대학/환경에너지공학전공),552057,01,환경영향평가,김명운,월09:30-13:30,3,,
전공(공과대학/환경에너지공학전공),552060,01,환경수문학,이재엽,목09:30-12:30,3,,
전공(공과대학/환경에너지공학전공),554008,01,토양오염복원설계,신동철,목13:30-17:30,3,,
전공(공과대학/환경에너지공학전공),555021,01,대기환경분석실험,박원석,수13:30-17:30,3,,
전공(공과대학/환경에너지공학전공),555024,01,물질및에너지수지,신동철,월13:30-17:30,3,,
전공(공과대학/환경에너지공학전공),555025,01,캡스톤디자인(환경에너지공학Ⅰ),김명운,목13:30-17:30,3,,
전공(공과대학/전기공학과),511001,01,기초창의적공학설계,김철민,화13:30-17:30,3,,
전공(공과대학/전기공학과),512500,01,전기의세계,김종수,"화11:30-13:00,목11:30-13:00",3,,
전공(공과대학/전기공학과),522002,01,회로이론I,김남준,"화10:00-11:30,수10:00-11:30",3,,
전공(공과대학/전기공학과),522023,01,전자기학I,김종호,수14:30-17:30,3,,
전공(공과대학/전기공학과),525105,01,프로그래밍언어1,김종수,수17:30-18:25,3,,
전공(공과대학/전기공학과),525106,01,기초회로실험,정택근,목09:30-13:30,3,,
전공(공과대학/전기공학과),525106,02,기초회로실험,정택근,목13:30-17:30,3,,
전공(공과대학/전기공학과),522601,01,AI활용마이크로컨트롤러응용,김종수,목13:30-17:30,3,,
전공(공과대학/전기공학과),525020,01,전기기기I,김남준,"수11:30-13:00,금11:30-13:00",3,,
전공(공과대학/전기공학과),525111,01,능동소자물성공학,전기강사2,"수10:00-11:30,금10:00-11:30",3,,
전공(공과대학/전기공학과),525113,01,전력공학,차준민,"월10:00-11:30,화10:00-11:30",3,,
전공(공과대학/전기공학과),525124,01,전기설비설계,전기강사2,월13:30-17:30,3,,
전공(공과대학/전기공학과),525040,01,고전압대전력공학,전기강사2,"월10:00-11:30,목11:30-13:00",3,,
전공(공과대학/전기공학과),525119,01,전력전자공학Ⅱ,김남준,"월11:30-13:30,화11:30-13:30",3,,
전공(공과대학/전기공학과),525129,01,캡스톤디자인(전기Ⅰ),차준민,수11:30-15:30,3,,
전공(공과대학/전기공학과),525133,01,발전공학,차준민,"수10:00-11:30,금10:00-11:30",3,,
전공(공과대학/화학공학과),511002,01,화학공학개론,박귀남,화13:30-16:30,3,,
전공(공과대학/화학공학과),512501,01,지속가능한화학공학의이해,배병철,"수13:30-15:00,목13:30-15:00",3,,
전공(공과대학/화학공학과),601021,01,화공물리화학,배병철,화17:30-18:25,3,,
전공(공과대학/화학공학과),602020,01,유기화학,배병철,"목10:00-11:30,금13:30-15:00",3,,
전공(공과대학/화학공학과),602602,01,공업수학(화학공학),이주형,"수13:30-15:00,금10:00-11:30",3,,
전공(공과대학/화학공학과),605020,01,화공기초실습,김용렬,화13:30-17:30,3,,
전공(공과대학/화학공학과),605021,01,나노재료공학,정현택,"수10:00-11:30,목13:30-15:00",3,,
전공(공과대학/화학공학과),601023,01,화공열역학,이주형,"월10:00-11:30,수10:00-11:30",3,,
전공(공과대학/화학공학과),602604,01,고분자합성,이주형,화10:00-13:00,3,,
전공(공과대학/화학공학과),602605,01,유무기복합소재이론및응용,이주형,월13:30-17:30,3,,
전공(공과대학/화학공학과),605024,01,공정유체역학,정현택,"화13:30-15:00,목10:00-11:30",3,,
전공(공과대학/화학공학과),605026,01,화학공정실험,김용렬,수13:30-17:30,3,,
전공(공과대학/화학공학과),605042,01,화학반응공학Ⅰ,정현택,,3,,
전공(공과대학/화학공학과),602501,01,취창업세미나(화학공학),화학강사1,목13:30-16:30,3,,
전공(공과대학/화학공학과),605040,01,유무기응용화학이론및실험,배병철,월13:30-17:30,3,,
전공(미래평생교육융합대학/휴먼케어평생교육학과(야)),275002,01,평생교육론,송성숙,수18:00-20:30,3,,
전공(미래평생교육융합대학/휴먼케어평생교육학과(야)),275038,01,장애인복지론,함현진,수20:30-23:00,3,,
전공(미래평생교육융합대학/휴먼케어평생교육학과(야)),275039,01,행정학원론,신미애,토16:00-18:50,3,,
전공(미래평생교육융합대학/휴먼케어평생교육학과(야)),275047,01,청소년문화,김대겸,화18:00-20:30,3,,
전공(미래평생교육융합대학/휴먼케어평생교육학과(야)),275008,01,평생교육프로그램개발론,송성숙,토13:00-16:00,3,,
전공(미래평생교육융합대학/휴먼케어평생교육학과(야)),275034,01,공기업론,신미애,토13:00-16:00,3,,
전공(미래평생교육융합대학/휴먼케어평생교육학과(야)),275049,01,청소년복지,김경식,목18:00-20:30,3,,
전공(미래평생교육융합대학/휴먼케어평생교육학과(야)),275018,01,평생교육실습,송성숙,화18:00-21:20,3,,
전공(미래평생교육융합대학/휴먼케어평생교육학과(야)),275052,01,청소년심리및상담,서향리,화20:30-23:00,3,,
전공(미래평생교육융합대학/휴먼케어평생교육학과(야)),275020,01,지역사회교육론,송성숙,토09:30-12:30,3,,
전공(미래평생교육융합대학/휴먼케어평생교육학과(야)),275020,02,지역사회교육론,김대겸,월20:30-23:00,3,,
전공(미래평생교육융합대학/휴먼케어평생교육학과(야)),275044,01,자원봉사론,김후년,수18:00-20:30,3,,
전공(미래평생교육융합대학/휴먼케어평생교육학과(야)),275054,01,청소년프로그램개발과평가,김경식,목20:30-23:00,3,,
전공(미래평생교육융합대학/실버복지상담학과(야)),276001,01,사회복지학개론,함현진,토09:30-12:30,3,,
전공(미래평생교육융합대학/실버복지상담학과(야)),276002,01,상담심리학,신미애,수18:00-20:30,3,,
전공(미래평생교육융합대학/실버복지상담학과(야)),276004,01,사회복지와인권,김후년,토13:00-16:00,3,,
전공(미래평생교육융합대학/실버복지상담학과(야)),276024,01,뇌와치매,김후년,토16:00-18:50,3,,
전공(미래평생교육융합대학/실버복지상담학과(야)),276013,01,사회복지정책론,신미애,토09:30-12:30,3,,
전공(미래평생교육융합대학/실버복지상담학과(야)),276034,01,건강가정론,김후년,수20:30-23:00,3,,
전공(미래평생교육융합대학/실버복지상담학과(야)),276021,01,이상심리,함현진,수18:00-20:30,3,,
전공(미래평생교육융합대학/실버복지상담학과(야)),276029,01,노인요양보호론,유선희,토13:00-16:00,3,,
전공(미래평생교육융합대학/드론산업학과(야)),272602,01,회전익UAV초급운용및실습,한규정,토13:00-17:00,3,,
전공(미래평생교육융합대학/드론산업학과(야)),272605,01,프로그램기초,한규정,토09:30-12:30,3,,
전공(미래평생교육융합대학/드론산업학과(야)),272606,01,비가시권계기비행기초,한규정,토17:00-20:30,3,,
전공(국제협력대학/한국학과),871001,01,심화한국어1,손혜진,화16:00-18:50,3,,
전공(국제협력대학/한국학과),871002,01,학업한국어기초듣기,최재민,금10:00-13:00,3,,
전공(국제협력대학/한국학과),871002,02,학업한국어기초듣기,김수종,금10:00-13:00,3,,
전공(국제협력대학/한국학과),871002,03,학업한국어기초듣기,공하림,월09:30-12:30,3,,
전공(국제협력대학/한국학과),871003,01,학업한국어기초말하기,김효은,목10:00-13:00,3,,
전공(국제협력대학/한국학과),871003,02,학업한국어기초말하기,김소희,목10:00-13:00,3,,
전공(국제협력대학/한국학과),871003,03,학업한국어기초말하기,공하림,월13:00-16:00,3,,
전공(국제협력대학/한국학과),871004,01,학업한국어기초쓰기,김효은,목14:00-17:00,3,,
전공(국제협력대학/한국학과),871004,02,학업한국어기초쓰기,김소희,목14:00-17:00,3,,
전공(국제협력대학/한국학과),871005,01,학업한국어기초읽기,최재민,금14:00-17:00,3,,
전공(국제협력대학/한국학과),871005,02,학업한국어기초읽기,김수종,금14:00-17:00,3,,
전공(국제협력대학/한국학과),871006,01,심화한국어2,공하림,화16:00-18:50,3,,
전공(국제협력대학/한국학과),871007,01,학업한국어기초문법,공하림,월16:00-18:50,3,,
전공(국제협력대학/한국학과),871007,02,학업한국어기초문법,공하림,화09:30-12:30,3,,
전공(국제협력대학/한국학과),871010,01,한국의생활문화와언어,공하림,화13:00-16:00,3,,
전공(국제협력대학/한국학과),872601,01,한국어와한국문화초급1,손혜진,화09:30-12:30,3,,
전공(국제협력대학/한국학과),872602,01,한국어와한국문화초급2,손혜진,화13:00-16:00,3,,
전공(국제협력대학/한국학과),872602,02,한국어와한국문화초급2,손혜진,월09:30-12:30,3,,
전공(국제협력대학/한국학과),872603,01,한국어와한국문화초급3,손혜진,월13:00-16:00,3,,
전공(국제협력대학/한국학과),872604,01,한국어와한국문화초급4,손혜진,월16:00-18:50,3,,
전공(국제협력대학/한국학과),872605,01,한국어와한국문화중급1,김민경,목09:30-12:30,3,,
전공(국제협력대학/한국학과),872606,01,한국어와한국문화중급2,김민경,목13:00-16:00,3,,
전공(국제협력대학/한국학과),872607,01,한국어와한국문화중급3,김연희,금09:30-12:30,3,,
전공(국제협력대학/한국학과),872608,01,한국어와한국문화중급4,김연희,금13:00-16:00,3,,
전공(국제협력대학/한국학과),871008,01,K-POP한국어,이선형,화10:00-13:00,3,,
전공(국제협력대학/한국학과),871008,02,K-POP한국어,김수종,화10:00-13:00,3,,
전공(국제협력대학/한국학과),871009,01,드라마·예능한국어,이선형,화14:00-17:00,3,,
전공(국제협력대학/한국학과),871009,02,드라마·예능한국어,김수종,화14:00-17:00,3,,
전공(국제협력대학/한국학과),871011,01,학업한국어듣기,신영선,월10:00-13:00,3,,
전공(국제협력대학/한국학과),871011,02,학업한국어듣기,김선미,월10:00-13:00,3,,
전공(국제협력대학/한국학과),871011,03,학업한국어듣기,최재민,월10:00-13:00,3,,
전공(국제협력대학/한국학과),871011,04,학업한국어듣기,주재환,수09:30-12:30,3,,
전공(국제협력대학/한국학과),871012,01,학업한국어말하기,김선미,금10:00-13:00,3,,
전공(국제협력대학/한국학과),871012,02,학업한국어말하기,이선형,금10:00-13:00,3,,
전공(국제협력대학/한국학과),871012,03,학업한국어말하기,신영선,목10:00-13:00,3,,
전공(국제협력대학/한국학과),871012,04,학업한국어말하기,주재환,수13:00-16:00,3,,
전공(국제협력대학/한국학과),871013,01,학업한국어쓰기,김선미,금14:00-17:00,3,,
전공(국제협력대학/한국학과),871013,02,학업한국어쓰기,이선형,금14:00-17:00,3,,
전공(국제협력대학/한국학과),871013,03,학업한국어쓰기,신영선,목14:00-17:00,3,,
전공(국제협력대학/한국학과),871013,04,학업한국어쓰기,김민경,목16:00-18:50,3,,
전공(국제협력대학/한국학과),871014,01,학업한국어읽기,신영선,월14:00-17:00,3,,
전공(국제협력대학/한국학과),871014,02,학업한국어읽기,김선미,월14:00-17:00,3,,
전공(국제협력대학/한국학과),871014,03,학업한국어읽기,최재민,월14:00-17:00,3,,
전공(국제협력대학/한국학과),871014,04,학업한국어읽기,주재환,수16:00-18:50,3,,
전공(국제협력대학/한국학과),872500,01,비즈니스한국어1,김소희,화10:00-13:00,3,,
전공(국제협력대학/한국학과),872500,02,비즈니스한국어1,김민경,화10:00-13:00,3,,
전공(국제협력대학/한국학과),872500,03,비즈니스한국어1,김효은,화10:00-13:00,3,,
전공(국제협력대학/한국학과),872500,04,비즈니스한국어1,김연희,금16:00-18:50,3,,
전공(국제협력대학/한국학과),872501,01,비즈니스한국어2,김소희,화14:00-17:00,3,,
전공(국제협력대학/한국학과),872501,02,비즈니스한국어2,김민경,화14:00-17:00,3,,
전공(국제협력대학/한국학과),872501,03,비즈니스한국어2,김효은,화14:00-17:00,3,,
전공(국제협력대학/한국학과),872501,04,비즈니스한국어2,김민경,금16:00-18:50,3,,
전공(국제협력대학/한국학과),871015,01,한국의전통문화,김민경,금09:30-12:30,3,,
전공(국제협력대학/한국학과),871015,02,한국의전통문화,홍성목,목13:00-16:00,3,,
전공(국제협력대학/한국학과),871021,01,한국의현대문화,홍성목,목09:30-12:30,3,,
전공(국제협력대학/한국학과),871022,01,외국어로서의한국어이해교육법,공하림,월20:30-21:20,3,,
전공(국제협력대학/한국학과),871023,01,외국어로서의한국어문법교육론,김민경,금13:00-16:00,3,,
전공(국제협력대학/한국학과),871024,01,외국어로서의한국어표현교육법,공하림,화20:30-21:20,3,,
전공(국제협력대학/국제경영학과),872001,01,경영학의이해,김명진,목10:00-13:00,3,,
전공(국제협력대학/국제경영학과),872002,01,마케팅입문,김명진,목14:00-17:00,3,,
전공(국제협력대학/국제경영학과),872002,02,마케팅입문,홍성일,월10:00-13:00,3,,
전공(국제협력대학/국제경영학과),872003,01,조직행동개론,김명진,목17:00-19:40,3,,
전공(국제협력대학/국제경영학과),872004,01,경력관리론,홍성일,월14:00-17:00,3,,
전공(국제협력대학/국제경영학과),872005,01,국제서비스마케팅,이재훈,금14:00-17:00,3,,
전공(국제협력대학/국제경영학과),872006,01,국제인적자원관리,이재훈,금17:00-19:40,3,,
전공(국제협력대학/국제경영학과),872006,02,국제인적자원관리,대림이,목10:00-13:00,3,,
전공(국제협력대학/국제경영학과),872007,01,비즈니스잉글리쉬,이재훈,금10:00-13:00,3,,
전공(국제협력대학/국제경영학과),872008,01,글로벌마케팅이론,데니스,목10:00-13:00,3,,
전공(국제협력대학/국제경영학과),872008,02,글로벌마케팅이론,우스만,금10:00-13:00,3,,
전공(국제협력대학/국제경영학과),872009,01,국제통상환경론,데니스,목14:00-17:00,3,,
전공(국제협력대학/국제경영학과),872009,02,국제통상환경론,우스만,금14:00-17:00,3,,
전공(국제협력대학/국제경영학과),872010,01,비즈니스통계학,맹철규,월21:20-22:10,3,,
전공(국제협력대학/국제경영학과),872011,01,국제무역실무론,류승우,화10:00-13:00,3,,
전공(국제협력대학/국제경영학과),872011,02,국제무역실무론,심명섭,화10:00-13:00,3,,
전공(국제협력대학/국제경영학과),872012,01,E-Business,맹철규,화21:20-22:10,3,,
전공(국제협력대학/국제경영학과),872013,01,비즈니스창업론,맹철규,수21:20-22:10,3,,
전공(국제협력대학/국제경영학과),872014,01,글로벌기업분석,데니스,월17:00-19:40,3,,
전공(국제협력대학/국제경영학과),872014,02,글로벌기업분석,심명섭,월17:00-19:40,3,,
전공(국제협력대학/국제경영학과),872015,01,국제기업물류,데니스,월14:00-17:00,3,,
